feature,importance
intr_Torque (Nm)__energy_ratio_by_chunks__num_segments_10__segment_focus_0,0.0009987005745898136
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_83",0.000990809621605179
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_6",0.0009832734549993004
"intr_Current (V)__fft_coefficient__attr_""imag""__coeff_69",0.000979092979493853
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_26",0.0009687211551221869
"task_Robot_I (A)__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""",0.0009106455407135613
"intr_Torque (Nm)__fft_coefficient__attr_""real""__coeff_12",0.0009072220717077021
"task_Robot_I (A)__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",0.0009048321482366023
"task_Robot_I (A)__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",0.0008856405440929737
"task_Robot_I (A)__agg_linear_trend__attr_""rvalue""__chunk_len_50__f_agg_""max""",0.0008849008638361193
intr_Current (V)__range_count__max_1__min_-1,0.0008702644211347364
intr_Current (V)__index_mass_quantile__q_0.1,0.0008489028433144604
intr_Torque (Nm)__maximum,0.0008483088820492774
"task_Robot_I (A)__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""min""",0.0008472701159200248
intr_Torque (Nm)__ratio_beyond_r_sigma__r_7,0.0008097183400731912
"intr_Torque (Nm)__linear_trend__attr_""stderr""",0.0007887665289913799
"task_Robot_I (A)__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",0.0007832662505643442
intr_Current (V)__index_mass_quantile__q_0.6,0.0007815474249371584
intr_Torque (Nm)__standard_deviation,0.0007794213582724954
"task_Robot_I (A)__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",0.0007751843922928897
intr_Current (V)__time_reversal_asymmetry_statistic__lag_2,0.000773753404543498
"intr_Torque (Nm)__fft_coefficient__attr_""abs""__coeff_3",0.000770320400242027
